,product_category,product_subcategory,brand,assembly_service_requested,payment_method,product_price,shipping_cost,assembly_cost,delivery_window_days,customer_rating,payment_timing,delivery_status
1045,Kitchen,Table,Affordable,True,Digital Wallet,1141.41,0.0,72.1,9,3.3,Prepaid,On Going
1706,Dining Room,Table,Mid Range,False,Digital Wallet,1810.41,0.0,0.0,14,1.3,Prepaid,On Going
1485,Outdoor,Patio furniture,Affordable,True,Digital Wallet,697.6,53.83,63.98,9,4.0,Prepaid,Delivered
1439,Living Room,Seating,Affordable,True,Card,2202.94,73.85,122.58,7,2.4,Prepaid,Failed Delivery
322,Bedroom,Sleeping,Premium,False,Card,2387.85,62.94,0.0,11,2.7,Prepaid,Failed Delivery
831,Outdoor,Seating,Mid Range,True,Card,477.38,73.85,59.43,14,3.5,Prepaid,On Going
1544,Bedroom,Sleeping,Affordable,True,Digital Wallet,1749.58,149.98,173.49,13,2.8,Prepaid,Failed Delivery
903,Office,Storage,Mid Range,True,Card,1016.15,0.0,40.96,10,1.4,Prepaid,On Going
1440,Office,Work,Mid Range,True,Digital Wallet,322.25,79.22,53.68,8,2.4,Prepaid,On Going
1759,Office,Work,Premium,False,Digital Wallet,307.14,90.82,0.0,7,1.7,Prepaid,Failed Delivery
859,Office,Storage,Affordable,True,Digital Wallet,285.43,49.23,88.38,6,2.7,Prepaid,Failed Delivery
1335,Kitchen,Storage,Premium,False,Card,389.15,98.6,0.0,2,1.8,Prepaid,On Going
773,Office,Work,Affordable,False,Digital Wallet,1258.24,0.0,0.0,9,3.6,Prepaid,Failed Delivery
1215,Dining Room,Seating,Mid Range,False,Card,846.38,104.28,0.0,5,4.8,Prepaid,Failed Delivery
329,Office,Work,Mid Range,True,Bank Transfer,806.45,78.27,179.8,4,4.3,Prepaid,Delivered
1858,Office,Work,Premium,False,Digital Wallet,349.1,83.4,0.0,3,1.4,Prepaid,Failed Delivery
1573,Living Room,Seating,Mid Range,True,Digital Wallet,1261.97,59.69,190.63,9,1.4,Prepaid,Delivered
1230,Kitchen,Table,Mid Range,True,Cash,350.62,34.64,53.72,6,3.1,Postpaid,On Going
1659,Bedroom,Sleeping,Affordable,False,Card,1154.83,128.57,0.0,12,3.1,Prepaid,Failed Delivery
306,Office,Work,Affordable,False,Digital Wallet,1460.95,0.0,0.0,12,4.3,Prepaid,Failed Delivery
1238,Outdoor,Seating,Mid Range,True,Digital Wallet,169.8,80.82,158.81,6,3.4,Prepaid,Failed Delivery
823,Living Room,Seating,Affordable,True,Card,2252.74,55.75,199.28,6,3.1,Prepaid,Failed Delivery
1015,Dining Room,Table,Mid Range,False,Card,515.97,139.68,0.0,7,2.3,Prepaid,Failed Delivery
867,Dining Room,Storage,Affordable,True,Digital Wallet,1053.56,92.37,197.31,9,4.8,Prepaid,On Going
1531,Outdoor,Patio furniture,Affordable,False,Card,1478.85,0.0,0.0,3,3.3,Prepaid,On Going
1835,Outdoor,Table,Mid Range,False,Digital Wallet,893.1,0.0,0.0,14,2.5,Prepaid,Failed Delivery
1780,Bedroom,Sleeping,Mid Range,True,Card,2041.9,70.11,54.96,9,3.9,Prepaid,Delivered
1191,Outdoor,Patio furniture,Premium,False,Cash,312.99,63.99,0.0,9,3.8,Postpaid,Failed Delivery
1755,Dining Room,Seating,Mid Range,False,Digital Wallet,374.25,53.18,0.0,11,4.2,Prepaid,Failed Delivery
1019,Bedroom,Storage,Affordable,False,Cash,464.4,97.62,0.0,3,1.1,Postpaid,On Going
1822,Outdoor,Patio furniture,Affordable,True,Digital Wallet,725.07,144.54,29.48,2,3.3,Prepaid,Failed Delivery
293,Living Room,Storage,Affordable,True,Card,591.24,123.2,159.4,10,3.8,Prepaid,Failed Delivery
1463,Office,Work,Other,True,Digital Wallet,1033.38,84.46,258.75,14,2.5,Prepaid,On Going
1677,Office,Work,Other,False,Bank Transfer,1429.53,123.99,0.0,3,3.9,Prepaid,On Going
978,Living Room,Storage,Other,False,Digital Wallet,2358.25,0.0,0.0,14,3.9,Prepaid,Failed Delivery
20,Outdoor,Patio furniture,Affordable,True,Digital Wallet,1529.45,142.64,70.32,8,2.6,Prepaid,On Going
923,Office,Work,Other,False,Card,820.9,0.0,0.0,11,2.1,Prepaid,Failed Delivery
191,Outdoor,Patio furniture,Mid Range,True,Cash,369.43,89.52,99.64,7,3.9,Postpaid,On Going
1061,Bedroom,Storage,Mid Range,False,Card,2211.61,98.26,0.0,5,3.1,Prepaid,Failed Delivery
1442,Dining Room,Seating,Affordable,True,Cash,1035.51,93.54,27.91,3,4.4,Postpaid,On Going
550,Bedroom,Sleeping,Affordable,True,Cash,1532.42,0.0,238.91,6,4.0,Postpaid,On Going
1927,Kitchen,Table,Premium,False,Card,1031.13,89.44,0.0,3,1.7,Prepaid,Delivered
910,Living Room,Seating,Affordable,True,Card,2024.25,66.57,215.02,8,4.0,Prepaid,Failed Delivery
811,Dining Room,Table,Affordable,False,Card,1109.79,90.68,0.0,11,3.1,Prepaid,Delivered
802,Living Room,Table,Other,True,Cash,2290.43,68.49,233.41,9,3.1,Postpaid,Failed Delivery
439,Kitchen,Storage,Mid Range,False,Bank Transfer,1984.62,0.0,0.0,6,2.3,Prepaid,Failed Delivery
1652,Living Room,Table,Affordable,True,Cash,629.57,120.25,89.46,5,1.4,Postpaid,Failed Delivery
1607,Bedroom,Storage,Premium,True,Card,974.68,73.85,44.65,5,4.0,Prepaid,Failed Delivery
1108,Kitchen,Table,Mid Range,True,Digital Wallet,1001.49,69.64,162.51,4,3.1,Prepaid,On Going
1125,Dining Room,Seating,Premium,False,Bank Transfer,478.07,97.86,0.0,5,4.7,Prepaid,On Going
307,Kitchen,Table,Other,False,Digital Wallet,713.46,0.0,0.0,12,3.1,Prepaid,On Going
1824,Dining Room,Seating,Other,True,Card,1858.34,128.99,224.45,14,5.0,Prepaid,On Going
1576,Office,Storage,Mid Range,True,Card,429.88,94.66,111.34,8,3.1,Prepaid,Failed Delivery
1212,Dining Room,Seating,Affordable,True,Digital Wallet,180.85,55.78,168.75,11,4.8,Prepaid,Failed Delivery
975,Bedroom,Sleeping,Affordable,False,Card,1398.17,148.25,0.0,6,2.7,Prepaid,On Going
1768,Office,Work,Affordable,False,Digital Wallet,889.42,143.24,0.0,11,2.0,Prepaid,Failed Delivery
404,Bedroom,Sleeping,Mid Range,True,Bank Transfer,2245.97,70.68,91.82,6,1.4,Prepaid,Failed Delivery
1569,Living Room,Table,Affordable,False,Digital Wallet,690.69,139.44,0.0,3,1.2,Prepaid,Delivered
1900,Living Room,Seating,Mid Range,True,Card,1388.68,91.98,210.77,14,2.4,Prepaid,On Going
1890,Bedroom,Sleeping,Mid Range,False,Digital Wallet,1344.04,0.0,0.0,7,1.1,Prepaid,On Going
1406,Bedroom,Sleeping,Premium,False,Digital Wallet,2507.74,0.0,0.0,8,3.1,Prepaid,On Going
622,Dining Room,Table,Affordable,True,Card,1326.26,53.48,62.65,7,4.8,Prepaid,Failed Delivery
1727,Bedroom,Storage,Affordable,False,Digital Wallet,841.01,73.85,0.0,10,1.9,Prepaid,Failed Delivery
787,Bedroom,Storage,Mid Range,False,Cash,2334.06,114.4,0.0,12,3.9,Postpaid,Failed Delivery
1799,Outdoor,Patio furniture,Affordable,True,Card,1025.85,0.0,27.82,13,2.5,Prepaid,On Going
907,Kitchen,Storage,Other,True,Card,2338.48,0.0,102.9,13,4.5,Prepaid,On Going
312,Dining Room,Seating,Mid Range,False,Digital Wallet,905.23,84.87,0.0,4,3.7,Prepaid,Failed Delivery
1744,Outdoor,Patio furniture,Premium,True,Cash,436.38,73.13,26.96,3,3.9,Postpaid,Delivered
585,Outdoor,Table,Affordable,True,Card,308.13,68.5,28.42,5,2.9,Prepaid,On Going
956,Living Room,Seating,Affordable,True,Card,1333.82,89.12,212.53,7,3.1,Prepaid,Failed Delivery
1033,Outdoor,Patio furniture,Affordable,False,Bank Transfer,953.87,104.71,0.0,1,2.7,Prepaid,Failed Delivery
154,Office,Work,Premium,True,Digital Wallet,184.73,97.93,219.87,9,4.5,Prepaid,Failed Delivery
1397,Bedroom,Sleeping,Mid Range,False,Digital Wallet,2237.96,92.48,0.0,10,2.6,Prepaid,Failed Delivery
1825,Bedroom,Storage,Mid Range,False,Card,770.27,73.85,0.0,13,3.1,Prepaid,Failed Delivery
93,Bedroom,Storage,Premium,False,Digital Wallet,2214.02,146.73,0.0,2,1.1,Prepaid,On Going
1878,Living Room,Seating,Affordable,True,Card,1403.8,0.0,169.43,6,4.0,Prepaid,On Going
1040,Office,Storage,Mid Range,False,Cash,897.43,110.48,0.0,4,4.1,Postpaid,On Going
1184,Office,Work,Affordable,False,Card,1283.12,0.0,0.0,6,2.7,Prepaid,Failed Delivery
1211,Bedroom,Storage,Affordable,False,Cash,1965.72,0.0,0.0,5,2.5,Postpaid,Failed Delivery
74,Office,Work,Mid Range,False,Digital Wallet,526.61,147.02,0.0,14,5.0,Prepaid,Failed Delivery
1567,Dining Room,Storage,Mid Range,False,Card,1011.09,125.29,0.0,10,2.7,Prepaid,On Going
1887,Living Room,Table,Premium,True,Bank Transfer,1491.58,95.83,43.09,12,1.8,Prepaid,Failed Delivery
987,Dining Room,Storage,Affordable,False,Card,1355.48,134.76,0.0,8,3.1,Prepaid,Failed Delivery
1731,Kitchen,Storage,Premium,False,Card,723.98,128.44,0.0,6,3.3,Prepaid,On Going
582,Dining Room,Storage,Other,True,Card,1951.09,87.32,116.28,1,3.1,Prepaid,Failed Delivery
570,Bedroom,Storage,Other,True,Card,1428.02,103.36,35.11,8,4.8,Prepaid,On Going
1342,Office,Storage,Mid Range,False,Cash,899.4,140.13,0.0,11,3.1,Postpaid,Failed Delivery
1,Living Room,Seating,Premium,True,Digital Wallet,702.87,52.65,183.07,10,4.5,Prepaid,Failed Delivery
800,Dining Room,Storage,Mid Range,True,Digital Wallet,797.91,0.0,37.23,11,1.9,Prepaid,Failed Delivery
1647,Living Room,Storage,Mid Range,False,Digital Wallet,1092.22,0.0,0.0,8,3.3,Prepaid,On Going
635,Kitchen,Table,Premium,False,Card,311.79,62.84,0.0,5,3.7,Prepaid,Failed Delivery
1811,Office,Work,Mid Range,False,Card,586.1,130.58,0.0,4,4.4,Prepaid,On Going
1104,Dining Room,Seating,Affordable,True,Cash,526.19,0.0,67.83,8,3.6,Postpaid,Failed Delivery
1641,Living Room,Storage,Premium,True,Digital Wallet,455.29,41.09,196.66,11,3.4,Prepaid,Failed Delivery
341,Office,Work,Affordable,True,Cash,871.13,0.0,189.01,9,3.7,Postpaid,Delivered
1925,Office,Storage,Affordable,True,Digital Wallet,1151.67,149.49,249.69,1,2.9,Prepaid,On Going
1629,Kitchen,Storage,Other,False,Digital Wallet,1209.05,71.33,0.0,6,3.1,Prepaid,Delivered
1928,Office,Work,Premium,False,Card,688.63,0.0,0.0,11,3.7,Prepaid,Failed Delivery
380,Office,Work,Affordable,False,Card,89.37,91.15,0.0,3,3.1,Prepaid,On Going
1821,Kitchen,Storage,Affordable,False,Digital Wallet,1662.36,133.94,0.0,10,1.7,Prepaid,Failed Delivery
1934,Dining Room,Seating,Premium,True,Cash,929.03,0.0,91.56,9,4.4,Postpaid,On Going
760,Bedroom,Storage,Mid Range,False,Card,376.26,35.32,0.0,5,2.5,Prepaid,On Going
1324,Living Room,Table,Mid Range,True,Bank Transfer,2205.16,107.26,154.79,7,1.9,Prepaid,Failed Delivery
428,Bedroom,Sleeping,Premium,False,Cash,579.45,84.19,0.0,13,5.0,Postpaid,Failed Delivery
1854,Office,Work,Affordable,True,Card,233.19,87.13,29.81,7,1.4,Prepaid,On Going
571,Outdoor,Patio furniture,Mid Range,False,Card,1759.74,120.55,0.0,5,4.0,Prepaid,Failed Delivery
619,Office,Work,Affordable,False,Card,418.07,34.17,0.0,6,3.9,Prepaid,Failed Delivery
542,Living Room,Seating,Affordable,True,Bank Transfer,1343.43,72.06,200.6,14,3.7,Prepaid,On Going
901,Living Room,Seating,Other,True,Bank Transfer,226.54,82.75,40.45,9,1.3,Prepaid,On Going
94,Dining Room,Seating,Mid Range,True,Bank Transfer,1210.66,144.03,73.57,10,3.2,Prepaid,On Going
711,Living Room,Storage,Affordable,True,Digital Wallet,1395.25,0.0,264.61,11,1.5,Prepaid,On Going
1399,Office,Work,Premium,True,Digital Wallet,691.77,118.97,61.57,14,3.1,Prepaid,Failed Delivery
200,Dining Room,Seating,Mid Range,True,Card,1918.34,0.0,43.67,13,2.0,Prepaid,Failed Delivery
68,Office,Work,Mid Range,False,Card,1058.91,53.26,0.0,12,4.4,Prepaid,Failed Delivery
580,Living Room,Seating,Affordable,False,Digital Wallet,554.26,114.06,0.0,2,4.6,Prepaid,On Going
1031,Kitchen,Storage,Affordable,False,Card,1500.3,115.2,0.0,8,3.1,Prepaid,Failed Delivery
1776,Outdoor,Patio furniture,Mid Range,False,Card,1693.27,66.18,0.0,14,1.7,Prepaid,Failed Delivery
1556,Kitchen,Storage,Mid Range,False,Digital Wallet,2281.83,58.35,0.0,1,3.2,Prepaid,Failed Delivery
584,Outdoor,Seating,Affordable,False,Bank Transfer,1411.74,66.71,0.0,14,4.4,Prepaid,Delivered
1734,Kitchen,Storage,Mid Range,False,Digital Wallet,718.69,112.8,0.0,1,2.7,Prepaid,Failed Delivery
423,Bedroom,Storage,Affordable,False,Digital Wallet,967.27,118.78,0.0,13,1.0,Prepaid,Delivered
424,Bedroom,Sleeping,Mid Range,False,Cash,1712.4,0.0,0.0,7,3.9,Postpaid,Failed Delivery
1378,Outdoor,Seating,Premium,False,Card,1298.25,149.93,0.0,6,4.9,Prepaid,Delivered
792,Dining Room,Seating,Affordable,False,Card,1054.52,77.35,0.0,11,3.0,Prepaid,Failed Delivery
1719,Living Room,Table,Affordable,False,Digital Wallet,314.87,35.52,0.0,7,3.2,Prepaid,Failed Delivery
613,Outdoor,Patio furniture,Mid Range,False,Digital Wallet,1573.47,71.3,0.0,5,3.1,Prepaid,Failed Delivery
1075,Bedroom,Storage,Affordable,False,Card,1167.12,0.0,0.0,5,3.4,Prepaid,Failed Delivery
207,Living Room,Seating,Affordable,False,Digital Wallet,1424.09,51.67,0.0,9,1.1,Prepaid,Failed Delivery
1288,Kitchen,Storage,Premium,True,Digital Wallet,776.42,51.03,48.39,8,3.1,Prepaid,Failed Delivery
1859,Living Room,Table,Affordable,False,Cash,1371.43,115.51,0.0,3,1.1,Postpaid,Delivered
1267,Dining Room,Seating,Affordable,True,Cash,1071.09,71.64,120.64,12,2.3,Postpaid,Failed Delivery
1178,Kitchen,Storage,Affordable,True,Card,442.25,99.68,233.85,1,2.9,Prepaid,On Going
1747,Dining Room,Storage,Affordable,False,Card,978.88,60.16,0.0,11,3.0,Prepaid,Failed Delivery
694,Bedroom,Storage,Premium,False,Card,1820.18,73.85,0.0,2,2.3,Prepaid,Failed Delivery
1422,Dining Room,Seating,Mid Range,True,Digital Wallet,1661.0,73.85,40.63,1,2.0,Prepaid,Failed Delivery
915,Outdoor,Seating,Affordable,True,Card,1275.52,131.34,52.48,8,5.0,Prepaid,On Going
1590,Office,Storage,Affordable,True,Card,1068.94,136.64,233.12,14,2.5,Prepaid,Failed Delivery
1743,Outdoor,Patio furniture,Affordable,True,Card,1256.04,95.63,278.39,3,3.4,Prepaid,Delivered
1561,Office,Work,Mid Range,True,Card,459.33,69.16,31.47,13,3.1,Prepaid,Failed Delivery
616,Kitchen,Storage,Affordable,False,Digital Wallet,1228.44,70.2,0.0,3,3.1,Prepaid,Failed Delivery
1369,Bedroom,Storage,Mid Range,False,Cash,428.17,94.88,0.0,9,3.6,Postpaid,On Going
1885,Living Room,Seating,Affordable,True,Digital Wallet,2385.96,83.2,290.74,11,3.5,Prepaid,Delivered
287,Kitchen,Table,Affordable,False,Bank Transfer,1040.43,147.59,0.0,13,2.9,Prepaid,On Going
1357,Bedroom,Storage,Mid Range,False,Cash,338.26,27.35,0.0,7,3.0,Postpaid,Failed Delivery
846,Outdoor,Seating,Affordable,True,Digital Wallet,823.77,82.46,102.9,4,2.1,Prepaid,On Going
561,Living Room,Seating,Mid Range,True,Card,1040.86,86.56,39.02,13,4.9,Prepaid,Failed Delivery
1197,Living Room,Seating,Affordable,True,Digital Wallet,2320.8,0.0,100.47,4,4.7,Prepaid,On Going
335,Bedroom,Sleeping,Premium,True,Digital Wallet,527.66,148.16,35.4,10,3.3,Prepaid,On Going
1186,Living Room,Table,Mid Range,True,Digital Wallet,1058.24,0.0,33.17,5,3.1,Prepaid,Failed Delivery
303,Living Room,Seating,Affordable,False,Digital Wallet,1494.17,0.0,0.0,14,2.4,Prepaid,Delivered
1022,Living Room,Seating,Mid Range,False,Cash,435.8,54.85,0.0,1,2.2,Postpaid,Failed Delivery
1381,Kitchen,Table,Affordable,True,Digital Wallet,809.34,0.0,190.63,11,4.6,Prepaid,Delivered
1460,Living Room,Seating,Affordable,False,Card,2374.29,55.6,0.0,2,3.4,Prepaid,Delivered
799,Living Room,Seating,Premium,True,Digital Wallet,753.97,118.8,266.38,13,1.4,Prepaid,Failed Delivery
1794,Bedroom,Sleeping,Mid Range,True,Bank Transfer,1735.4,105.55,148.25,11,3.2,Prepaid,Failed Delivery
5,Dining Room,Storage,Premium,True,Bank Transfer,1307.8,73.85,170.18,11,3.4,Prepaid,Failed Delivery
1210,Outdoor,Seating,Premium,False,Card,1276.75,84.51,0.0,8,1.6,Prepaid,Delivered
1337,Dining Room,Seating,Premium,True,Bank Transfer,196.74,63.77,102.9,7,1.1,Prepaid,Failed Delivery
1919,Office,Storage,Mid Range,False,Cash,1164.38,148.92,0.0,7,2.0,Postpaid,Failed Delivery
1897,Outdoor,Seating,Mid Range,True,Digital Wallet,1541.74,125.12,125.68,13,4.9,Prepaid,Failed Delivery
16,Bedroom,Storage,Mid Range,True,Bank Transfer,777.62,0.0,53.37,1,1.3,Prepaid,Delivered
1921,Bedroom,Sleeping,Mid Range,True,Digital Wallet,1590.86,128.72,147.25,9,4.0,Prepaid,On Going
38,Dining Room,Storage,Mid Range,True,Digital Wallet,719.75,105.44,249.74,7,4.6,Prepaid,Failed Delivery
1767,Kitchen,Table,Mid Range,True,Card,1467.84,0.0,196.4,5,4.3,Prepaid,On Going
617,Bedroom,Storage,Mid Range,True,Digital Wallet,2579.68,98.58,46.49,2,2.2,Prepaid,Failed Delivery
43,Kitchen,Table,Premium,True,Cash,2318.43,0.0,250.14,9,4.8,Postpaid,Failed Delivery
73,Office,Work,Affordable,True,Card,747.41,82.11,66.49,12,3.7,Prepaid,Failed Delivery
1292,Bedroom,Sleeping,Affordable,False,Digital Wallet,2260.02,106.28,0.0,8,3.8,Prepaid,Failed Delivery
660,Office,Work,Affordable,False,Digital Wallet,808.97,143.53,0.0,4,3.1,Prepaid,Failed Delivery
243,Dining Room,Storage,Premium,False,Cash,634.06,82.37,0.0,5,4.8,Postpaid,Failed Delivery
1803,Living Room,Storage,Mid Range,False,Digital Wallet,1347.48,88.88,0.0,11,2.5,Prepaid,Failed Delivery
1795,Office,Storage,Premium,False,Cash,1263.44,60.6,0.0,7,1.9,Postpaid,Failed Delivery
1574,Bedroom,Sleeping,Affordable,True,Digital Wallet,1935.78,104.59,254.47,9,4.7,Prepaid,Failed Delivery
160,Outdoor,Table,Premium,False,Digital Wallet,1759.37,0.0,0.0,9,2.3,Prepaid,On Going
159,Living Room,Table,Affordable,False,Digital Wallet,337.8,57.97,0.0,8,3.4,Prepaid,Failed Delivery
349,Outdoor,Seating,Affordable,True,Bank Transfer,981.42,82.24,156.23,10,3.7,Prepaid,Failed Delivery
1596,Outdoor,Seating,Mid Range,True,Cash,204.78,70.67,171.92,9,2.1,Postpaid,Delivered
555,Office,Storage,Premium,True,Card,100.6,57.11,66.36,10,4.7,Prepaid,Failed Delivery
1317,Kitchen,Storage,Premium,False,Digital Wallet,751.28,93.67,0.0,6,3.1,Prepaid,Failed Delivery
1007,Living Room,Table,Mid Range,True,Digital Wallet,1732.8,0.0,51.37,1,3.2,Prepaid,On Going
651,Living Room,Seating,Affordable,False,Digital Wallet,1380.85,91.3,0.0,11,4.3,Prepaid,Delivered
1373,Outdoor,Table,Affordable,False,Card,199.15,89.01,0.0,2,4.1,Prepaid,On Going
1055,Bedroom,Storage,Premium,False,Cash,889.16,59.24,0.0,10,4.1,Postpaid,Failed Delivery
1643,Kitchen,Table,Mid Range,False,Cash,2347.65,108.99,0.0,11,3.1,Postpaid,Failed Delivery
1320,Dining Room,Storage,Affordable,False,Card,138.94,57.72,0.0,7,3.1,Prepaid,Delivered
925,Office,Work,Premium,True,Card,346.84,32.84,176.05,5,3.6,Prepaid,On Going
1432,Dining Room,Table,Affordable,False,Cash,650.42,149.31,0.0,4,1.9,Postpaid,On Going
1752,Bedroom,Storage,Affordable,True,Cash,1137.97,91.59,36.36,1,2.9,Postpaid,On Going
1390,Bedroom,Storage,Affordable,True,Card,565.86,68.8,223.34,5,2.0,Prepaid,Failed Delivery
250,Dining Room,Table,Affordable,False,Digital Wallet,1343.72,0.0,0.0,11,1.7,Prepaid,Failed Delivery
1484,Outdoor,Patio furniture,Affordable,True,Digital Wallet,151.08,73.85,105.19,5,3.7,Prepaid,Failed Delivery
1359,Living Room,Table,Premium,False,Digital Wallet,2394.87,98.69,0.0,3,3.1,Prepaid,On Going
964,Outdoor,Seating,Affordable,True,Digital Wallet,773.09,107.38,62.62,8,1.9,Prepaid,On Going
1510,Office,Work,Mid Range,False,Digital Wallet,618.05,144.21,0.0,3,3.0,Prepaid,Failed Delivery
1597,Bedroom,Storage,Premium,True,Cash,183.67,89.34,42.88,7,3.0,Postpaid,On Going
918,Dining Room,Storage,Affordable,False,Digital Wallet,251.56,83.1,0.0,10,3.1,Prepaid,Failed Delivery
535,Office,Work,Affordable,False,Bank Transfer,846.98,0.0,0.0,2,4.7,Prepaid,Delivered
724,Dining Room,Storage,Premium,False,Cash,556.28,116.09,0.0,12,3.1,Postpaid,On Going
1581,Dining Room,Storage,Mid Range,False,Cash,1536.91,139.25,0.0,13,4.1,Postpaid,On Going
382,Bedroom,Storage,Premium,True,Digital Wallet,609.55,52.24,78.67,3,3.1,Prepaid,On Going
495,Dining Room,Seating,Mid Range,True,Digital Wallet,1562.01,0.0,86.23,8,4.5,Prepaid,On Going
1612,Kitchen,Storage,Affordable,False,Card,392.31,71.14,0.0,13,1.8,Prepaid,Failed Delivery
881,Living Room,Storage,Affordable,False,Digital Wallet,1271.52,140.01,0.0,2,3.1,Prepaid,On Going
29,Office,Storage,Other,True,Card,142.6,50.02,116.16,8,2.7,Prepaid,On Going
1807,Kitchen,Storage,Premium,False,Cash,1522.51,82.12,0.0,3,3.7,Postpaid,Failed Delivery
1737,Dining Room,Storage,Affordable,True,Bank Transfer,656.23,0.0,25.47,4,3.9,Prepaid,Failed Delivery
1067,Outdoor,Seating,Affordable,True,Cash,1134.95,84.69,94.28,3,2.5,Postpaid,Failed Delivery
965,Kitchen,Table,Affordable,True,Digital Wallet,489.24,26.82,51.66,3,2.4,Prepaid,Failed Delivery
1902,Office,Work,Premium,True,Card,521.56,102.79,74.83,2,3.6,Prepaid,Failed Delivery
1911,Living Room,Seating,Affordable,True,Bank Transfer,618.74,0.0,178.44,8,3.0,Prepaid,On Going
183,Office,Storage,Affordable,False,Digital Wallet,1408.87,0.0,0.0,4,2.1,Prepaid,Delivered
319,Office,Work,Mid Range,True,Digital Wallet,748.16,108.36,102.9,9,3.1,Prepaid,Failed Delivery
1287,Kitchen,Table,Affordable,True,Digital Wallet,482.52,79.32,206.98,6,4.9,Prepaid,Delivered
1784,Dining Room,Storage,Mid Range,False,Bank Transfer,896.1,114.33,0.0,6,1.7,Prepaid,On Going
1181,Kitchen,Storage,Mid Range,False,Bank Transfer,617.31,118.13,0.0,14,3.1,Prepaid,On Going
96,Living Room,Seating,Premium,False,Digital Wallet,740.04,88.86,0.0,11,3.8,Prepaid,Failed Delivery
1691,Bedroom,Sleeping,Premium,False,Card,2684.16,96.07,0.0,14,4.6,Prepaid,On Going
558,Living Room,Seating,Affordable,True,Digital Wallet,1303.5,120.33,219.56,3,2.6,Prepaid,Failed Delivery
604,Office,Work,Mid Range,True,Cash,1053.23,97.59,34.78,8,2.5,Postpaid,Delivered
276,Office,Storage,Mid Range,False,Bank Transfer,1054.53,58.4,0.0,14,3.1,Prepaid,On Going
609,Bedroom,Storage,Mid Range,True,Card,1565.68,116.74,136.33,7,3.5,Prepaid,Failed Delivery
516,Outdoor,Seating,Affordable,False,Card,1325.01,0.0,0.0,1,3.3,Prepaid,Delivered
430,Dining Room,Storage,Mid Range,True,Bank Transfer,1673.68,0.0,265.68,8,5.0,Prepaid,Failed Delivery
1475,Bedroom,Sleeping,Affordable,True,Card,1190.5,0.0,41.47,3,3.5,Prepaid,Failed Delivery
1122,Bedroom,Storage,Affordable,False,Card,360.87,98.29,0.0,14,1.6,Prepaid,Failed Delivery
1062,Office,Work,Premium,True,Digital Wallet,1179.18,90.08,75.61,5,4.9,Prepaid,On Going
115,Office,Work,Mid Range,False,Digital Wallet,699.43,57.79,0.0,10,2.6,Prepaid,Failed Delivery
1091,Office,Work,Mid Range,True,Card,662.62,111.89,39.99,12,1.1,Prepaid,On Going
536,Dining Room,Storage,Premium,True,Bank Transfer,204.87,99.78,153.46,6,3.1,Prepaid,Delivered
429,Living Room,Storage,Premium,True,Card,384.51,81.29,31.66,7,3.1,Prepaid,On Going
675,Outdoor,Table,Affordable,True,Digital Wallet,1614.66,90.45,108.43,9,3.9,Prepaid,On Going
1627,Bedroom,Sleeping,Mid Range,True,Card,301.73,67.71,25.82,2,3.4,Prepaid,On Going
974,Living Room,Table,Affordable,True,Digital Wallet,1428.63,118.19,157.82,13,1.5,Prepaid,Failed Delivery
1382,Living Room,Table,Affordable,True,Digital Wallet,966.51,63.69,27.67,8,3.1,Prepaid,Failed Delivery
1817,Office,Work,Mid Range,False,Digital Wallet,921.34,143.21,0.0,4,2.6,Prepaid,Failed Delivery
796,Office,Work,Affordable,True,Cash,899.56,98.24,60.91,12,3.6,Postpaid,Failed Delivery
46,Outdoor,Seating,Mid Range,False,Digital Wallet,1315.59,0.0,0.0,6,2.7,Prepaid,Failed Delivery
1291,Office,Work,Mid Range,False,Card,509.23,0.0,0.0,4,4.2,Prepaid,On Going
1789,Kitchen,Storage,Affordable,False,Card,975.39,75.49,0.0,11,3.3,Prepaid,Delivered
1550,Living Room,Table,Mid Range,False,Digital Wallet,1265.47,62.03,0.0,7,4.0,Prepaid,Failed Delivery
895,Living Room,Table,Affordable,False,Card,2169.59,85.06,0.0,7,3.6,Prepaid,Failed Delivery
1708,Kitchen,Storage,Affordable,False,Digital Wallet,626.69,57.17,0.0,3,1.2,Prepaid,Failed Delivery
815,Bedroom,Storage,Premium,True,Digital Wallet,510.15,123.54,170.75,4,2.7,Prepaid,On Going
575,Office,Storage,Affordable,False,Digital Wallet,936.5,55.6,0.0,7,3.1,Prepaid,Delivered
1480,Outdoor,Patio furniture,Premium,False,Bank Transfer,995.14,114.73,0.0,6,3.2,Prepaid,On Going
1035,Kitchen,Storage,Premium,False,Digital Wallet,1338.64,0.0,0.0,12,4.4,Prepaid,On Going
691,Bedroom,Sleeping,Mid Range,False,Card,218.56,64.59,0.0,5,3.1,Prepaid,Failed Delivery
1451,Living Room,Table,Mid Range,True,Card,2130.13,72.3,210.63,9,1.2,Prepaid,Failed Delivery
1252,Kitchen,Table,Affordable,True,Digital Wallet,950.36,0.0,124.82,7,4.3,Prepaid,Delivered
701,Office,Work,Mid Range,True,Cash,1351.28,126.25,38.47,14,2.8,Postpaid,Delivered
839,Bedroom,Storage,Premium,True,Digital Wallet,2204.19,0.0,232.57,5,4.0,Prepaid,Delivered
